PAGE_NO,TOTAL_ANNOTATION,DEVICE_NAME,CREATED_DATE,PROCESS_STAGE,BROWSER_VERSION,BROWSER_NAME,CATEGORY_ERROR,YEAR,TIME_BIN,IS_WEEKEND,MONTH
3,3,Desktop,2025-02-18 10:23:00,Doc Editor : Connection Issues during Save Processs - The underlying connection was closed: An unexpected error occurred on a receive..,132.0.0.0,Chrome,DocEditor_ReceiveError,2025,Morning,False,2
1,1,Desktop,2024-11-15 09:36:00,Doc Editor : Connection Issues during Save Processs - The underlying connection was closed: An unexpected error occurred on a receive..,109.0.0.0,Chrome,DocEditor_ReceiveError,2024,Morning,False,11
1,2,Desktop,2025-03-04 10:18:00,Doc Editor : Connection Issues during Save Processs - System.Web.Services.Protocols.SoapException: Server was unable to process request. ---> System.Data.Entity.Core.EntityException: The underlying provider failed on Open. ---> System.Data.SqlClient.SqlException: Connection Timeout Expired.  The tim,133.0.0.0,Chrome,DocEditor_ConnectionTimeout,2025,Morning,False,3
1,13,Desktop,2025-02-20 15:43:00,Doc Editor : Connection Issues during Save Processs - The underlying connection was closed: A connection that was expected to be kept alive was closed by the server..,133.0.0.0,Chrome,DocEditor_connection_closed,2025,Afternoon,False,2
1,3,Desktop,2024-01-16 11:23:00,Passing Parameter,120.0.0.0,Chrome,PassingParam,2024,Morning,False,1
2,3,Desktop,2025-03-25 12:54:00,Doc Editor : Connection Issues during Save Processs - System.Web.Services.Protocols.SoapException: Server was unable to process request. ---> System.Data.Entity.Infrastructure.DbUpdateException: An error occurred while updating the entries. See the inner exception for details. ---> System.Data.Entit,134.0.0.0,Chrome,DocEditor_DbUpdateErrEntries,2025,Afternoon,False,3
1,2,Desktop,2024-10-10 13:28:00,Doc Editor : Passing Parameter,129.0.0.0,Chrome,PassingParam,2024,Afternoon,False,10
1,2,Mobile,2025-03-14 14:39:00,Doc Editor : Passing Parameter,604.1,Safari,PassingParam,2025,Afternoon,False,3
1,3,Desktop,2025-03-24 11:06:00,Doc Editor : Connection Issues during Save Processs - System.Web.Services.Protocols.SoapException: Server was unable to process request. ---> System.Data.Entity.Infrastructure.DbUpdateException: An error occurred while updating the entries. See the inner exception for details. ---> System.Data.Entit,134.0.0.0,Chrome,DocEditor_DbUpdateErrEntries,2025,Morning,False,3
1,1,Desktop,2024-01-26 10:18:00,Passing Parameter,120.0.0.0,Chrome,PassingParam,2024,Morning,False,1
1,1,Desktop,2024-01-26 10:17:00,Passing Parameter,120.0.0.0,Chrome,PassingParam,2024,Morning,False,1
1,9,Desktop,2025-03-26 10:00:00,Doc Editor : Connection Issues during Save Processs - System.Web.Services.Protocols.SoapException: Server was unable to process request. ---> System.Data.Entity.Core.EntityException: The underlying provider failed on Open. ---> System.Data.SqlClient.SqlException: Connection Timeout Expired.  The tim,134.0.0.0,Edge,DocEditor_ConnectionTimeout,2025,Morning,False,3
1,24,Desktop,2025-02-13 10:50:00,Doc Editor : Connection Issues during Save Processs - System.Web.Services.Protocols.SoapException: Server was unable to process request. ---> System.Data.Entity.Core.EntityException: The underlying provider failed on Open. ---> System.Data.SqlClient.SqlException: Connection Timeout Expired.  The tim,132.0.0.0,Chrome,DocEditor_ConnectionTimeout,2025,Morning,False,2
1,2,Desktop,2024-11-11 09:42:00,Doc Editor : Connection Issues during Save Processs - The underlying connection was closed: A connection that was expected to be kept alive was closed by the server..,129.0.0.0,Chrome,DocEditor_connection_closed,2024,Morning,False,11
1,1,Mobile,2024-12-04 14:11:00,Doc Editor : Passing Parameter,605.1.15,Safari,PassingParam,2024,Afternoon,False,12
38,2,Desktop,2024-11-11 09:42:00,Doc Editor : Connection Issues during Save Processs - The underlying connection was closed: A connection that was expected to be kept alive was closed by the server..,130.0.0.0,Chrome,DocEditor_connection_closed,2024,Morning,False,11
2,1,Desktop,2025-01-06 14:46:00,Doc Editor : Connection Issues during Save Processs - The underlying connection was closed: A connection that was expected to be kept alive was closed by the server..,131.0.0.0,Chrome,DocEditor_connection_closed,2025,Afternoon,False,1
2,3,Desktop,2025-02-24 11:50:00,Doc Editor : Connection Issues during Save Processs - System.Web.Services.Protocols.SoapException: Server was unable to process request. ---> System.Data.Entity.Core.EntityException: The underlying provider failed on Open. ---> System.Data.SqlClient.SqlException: Connection Timeout Expired.  The tim,133.0.0.0,Chrome,DocEditor_ConnectionTimeout,2025,Morning,False,2
1,3,Desktop,2025-03-25 12:06:00,Doc Editor : Connection Issues during Save Processs - System.Web.Services.Protocols.SoapException: Server was unable to process request. ---> System.Data.Entity.Core.EntityCommandExecutionException: An error occurred while executing the command definition. See the inner exception for details. ---> S,134.0.0.0,Chrome,Other,2025,Afternoon,False,3
1,1,Desktop,2025-03-25 12:47:00,Doc Editor : Connection Issues during Save Processs - System.Web.Services.Protocols.SoapException: Server was unable to process request. ---> System.Data.Entity.Core.EntityException: The underlying provider failed on Open. ---> System.Data.SqlClient.SqlException: Connection Timeout Expired.  The tim,134.0.0.0,Chrome,DocEditor_ConnectionTimeout,2025,Afternoon,False,3
1,1,Desktop,2024-11-27 16:26:00,Doc Editor : Connection Issues during Save Processs - The underlying connection was closed: An unexpected error occurred on a receive..,121.0.0.0,Chrome,DocEditor_ReceiveError,2024,Afternoon,False,11
1,5,Desktop,2024-12-18 11:42:00,Doc Editor : Connection Issues during Save Processs - The underlying connection was closed: An unexpected error occurred on a receive..,131.0.0.0,Chrome,DocEditor_ReceiveError,2024,Morning,False,12
2,5,Desktop,2025-02-13 10:49:00,Doc Editor : Connection Issues during Save Processs - System.Web.Services.Protocols.SoapException: Server was unable to process request. ---> System.Data.Entity.Core.EntityException: The underlying provider failed on Open. ---> System.Data.SqlClient.SqlException: Connection Timeout Expired.  The tim,132.0.0.0,Chrome,DocEditor_ConnectionTimeout,2025,Morning,False,2
1,21,Desktop,2025-03-05 11:02:00,Doc Editor : Connection Issues during Save Processs - System.Web.Services.Protocols.SoapException: Server was unable to process request. ---> System.Data.Entity.Core.EntityException: The underlying provider failed on Open. ---> System.Data.SqlClient.SqlException: Connection Timeout Expired.  The tim,135.0.0.0,Firefox,DocEditor_ConnectionTimeout,2025,Morning,False,3
3,7,Desktop,2024-12-10 09:50:00,Doc Editor : Connection Issues during Save Processs - System.Web.Services.Protocols.SoapException: Server was unable to process request. ---> System.Data.Entity.Infrastructure.DbUpdateException: An error occurred while updating the entries. See the inner exception for details. ---> System.Data.Entit,131.0.0.0,Chrome,DocEditor_DbUpdateErrEntries,2024,Morning,False,12
1,2,Desktop,2025-03-24 11:06:00,Doc Editor : Connection Issues during Save Processs - System.Web.Services.Protocols.SoapException: Server was unable to process request. ---> System.Data.Entity.Infrastructure.DbUpdateException: An error occurred while updating the entries. See the inner exception for details. ---> System.Data.Entit,134.0.0.0,Chrome,DocEditor_DbUpdateErrEntries,2025,Morning,False,3
3,6,Desktop,2025-03-24 11:07:00,Doc Editor : Connection Issues during Save Processs - System.Web.Services.Protocols.SoapException: Server was unable to process request. ---> System.Data.Entity.Infrastructure.DbUpdateException: An error occurred while updating the entries. See the inner exception for details. ---> System.Data.Entit,126.0.0.0,Firefox,DocEditor_DbUpdateErrEntries,2025,Morning,False,3
1,16,Desktop,2025-03-04 10:18:00,Doc Editor : Connection Issues during Save Processs - System.Web.Services.Protocols.SoapException: Server was unable to process request. ---> System.Data.Entity.Core.EntityException: The underlying provider failed on Open. ---> System.Data.SqlClient.SqlException: Connection Timeout Expired.  The tim,133.0.0.0,Chrome,DocEditor_ConnectionTimeout,2025,Morning,False,3
1,15,Desktop,2025-03-26 15:05:00,Doc Editor : Connection Issues during Save Processs - System.Web.Services.Protocols.SoapException: Server was unable to process request. ---> System.Data.Entity.Core.EntityException: The underlying provider failed on Open. ---> System.Data.SqlClient.SqlException: Connection Timeout Expired.  The tim,134.0.0.0,Chrome,DocEditor_ConnectionTimeout,2025,Afternoon,False,3
1,2,Desktop,2025-03-25 12:54:00,Doc Editor : Connection Issues during Save Processs - System.Web.Services.Protocols.SoapException: Server was unable to process request. ---> System.Data.Entity.Core.EntityCommandExecutionException: An error occurred while executing the command definition. See the inner exception for details. ---> S,134.0.0.0,Chrome,Other,2025,Afternoon,False,3
1,4,Desktop,2025-03-12 12:15:00,Doc Editor : Passing Parameter,134.0.0.0,Edge,PassingParam,2025,Afternoon,False,3
